agent_nr,rate,noise,Self,Other,trial,strategy
93,0.65,0.2,0,0,28,LSWS
93,0.65,0.2,1,0,29,LSWS
93,0.65,0.2,1,1,30,LSWS
93,0.65,0.2,0,1,31,LSWS
93,0.65,0.2,0,1,32,LSWS
93,0.65,0.2,0,1,33,LSWS
93,0.65,0.2,0,0,34,LSWS
93,0.65,0.2,0,0,35,LSWS
93,0.65,0.2,1,1,36,LSWS
93,0.65,0.2,0,1,37,LSWS
93,0.65,0.2,1,1,38,LSWS
93,0.65,0.2,0,0,39,LSWS
93,0.65,0.2,1,0,40,LSWS
93,0.65,0.2,1,1,41,LSWS
93,0.65,0.2,0,1,42,LSWS
93,0.65,0.2,0,1,43,LSWS
93,0.65,0.2,0,1,44,LSWS
93,0.65,0.2,0,1,45,LSWS
93,0.65,0.2,0,1,46,LSWS
93,0.65,0.2,0,0,47,LSWS
93,0.65,0.2,1,1,48,LSWS
93,0.65,0.2,0,0,49,LSWS
93,0.65,0.2,1,0,50,LSWS
93,0.65,0.2,1,1,51,LSWS
93,0.65,0.2,0,1,52,LSWS
93,0.65,0.2,1,0,53,LSWS
93,0.65,0.2,1,1,54,LSWS
93,0.65,0.2,0,1,55,LSWS
93,0.65,0.2,0,1,56,LSWS
93,0.65,0.2,0,1,57,LSWS
93,0.65,0.2,0,1,58,LSWS
93,0.65,0.2,0,1,59,LSWS
93,0.65,0.2,0,0,60,LSWS
93,0.65,0.2,0,1,61,LSWS
93,0.65,0.2,0,1,62,LSWS
93,0.65,0.2,0,1,63,LSWS
93,0.65,0.2,0,0,64,LSWS
93,0.65,0.2,1,1,65,LSWS
93,0.65,0.2,1,1,66,LSWS
93,0.65,0.2,0,1,67,LSWS
93,0.65,0.2,0,0,68,LSWS
93,0.65,0.2,0,1,69,LSWS
93,0.65,0.2,1,0,70,LSWS
93,0.65,0.2,1,1,71,LSWS
93,0.65,0.2,0,1,72,LSWS
93,0.65,0.2,0,1,73,LSWS
93,0.65,0.2,0,1,74,LSWS
93,0.65,0.2,0,1,75,LSWS
93,0.65,0.2,0,1,76,LSWS
93,0.65,0.2,0,1,77,LSWS
93,0.65,0.2,0,0,78,LSWS
93,0.65,0.2,1,0,79,LSWS
93,0.65,0.2,1,1,80,LSWS
93,0.65,0.2,0,0,81,LSWS
93,0.65,0.2,0,1,82,LSWS
93,0.65,0.2,0,0,83,LSWS
93,0.65,0.2,1,0,84,LSWS
93,0.65,0.2,1,1,85,LSWS
93,0.65,0.2,1,1,86,LSWS
93,0.65,0.2,0,0,87,LSWS
93,0.65,0.2,1,1,88,LSWS
93,0.65,0.2,1,0,89,LSWS
93,0.65,0.2,1,1,90,LSWS
93,0.65,0.2,0,0,91,LSWS
93,0.65,0.2,1,0,92,LSWS
93,0.65,0.2,1,1,93,LSWS
93,0.65,0.2,0,1,94,LSWS
93,0.65,0.2,0,0,95,LSWS
93,0.65,0.2,1,1,96,LSWS
93,0.65,0.2,0,1,97,LSWS
93,0.65,0.2,0,1,98,LSWS
93,0.65,0.2,0,1,99,LSWS
93,0.65,0.2,1,0,100,LSWS
93,0.65,0.2,1,0,101,LSWS
93,0.65,0.2,1,0,102,LSWS
93,0.65,0.2,1,0,103,LSWS
93,0.65,0.2,1,0,104,LSWS
93,0.65,0.2,1,1,105,LSWS
93,0.65,0.2,1,0,106,LSWS
93,0.65,0.2,1,1,107,LSWS
93,0.65,0.2,0,0,108,LSWS
93,0.65,0.2,1,1,109,LSWS
93,0.65,0.2,0,0,110,LSWS
93,0.65,0.2,0,1,111,LSWS
93,0.65,0.2,0,1,112,LSWS
93,0.65,0.2,0,1,113,LSWS
93,0.65,0.2,0,0,114,LSWS
93,0.65,0.2,1,0,115,LSWS
93,0.65,0.2,1,1,116,LSWS
93,0.65,0.2,0,1,117,LSWS
93,0.65,0.2,0,0,118,LSWS
93,0.65,0.2,1,0,119,LSWS
93,0.65,0.2,1,1,120,LSWS
94,0.65,0.2,0,1,1,LSWS
94,0.65,0.2,0,0,2,LSWS
94,0.65,0.2,0,0,3,LSWS
94,0.65,0.2,1,0,4,LSWS
94,0.65,0.2,1,1,5,LSWS
94,0.65,0.2,0,1,6,LSWS
94,0.65,0.2,0,0,7,LSWS
94,0.65,0.2,1,1,8,LSWS
94,0.65,0.2,0,1,9,LSWS
94,0.65,0.2,0,1,10,LSWS
94,0.65,0.2,0,1,11,LSWS
94,0.65,0.2,0,1,12,LSWS
94,0.65,0.2,0,1,13,LSWS
94,0.65,0.2,0,0,14,LSWS
94,0.65,0.2,1,1,15,LSWS
94,0.65,0.2,0,1,16,LSWS
94,0.65,0.2,0,1,17,LSWS
94,0.65,0.2,0,1,18,LSWS
94,0.65,0.2,0,0,19,LSWS
94,0.65,0.2,0,1,20,LSWS
94,0.65,0.2,0,0,21,LSWS
94,0.65,0.2,1,1,22,LSWS
94,0.65,0.2,0,0,23,LSWS
94,0.65,0.2,1,1,24,LSWS
94,0.65,0.2,0,1,25,LSWS
94,0.65,0.2,0,1,26,LSWS
94,0.65,0.2,0,0,27,LSWS
94,0.65,0.2,1,1,28,LSWS
94,0.65,0.2,0,0,29,LSWS
94,0.65,0.2,1,1,30,LSWS
94,0.65,0.2,0,1,31,LSWS
94,0.65,0.2,1,1,32,LSWS
94,0.65,0.2,0,1,33,LSWS
94,0.65,0.2,0,1,34,LSWS
94,0.65,0.2,0,1,35,LSWS
94,0.65,0.2,0,1,36,LSWS
94,0.65,0.2,0,1,37,LSWS
94,0.65,0.2,0,0,38,LSWS
94,0.65,0.2,1,1,39,LSWS
94,0.65,0.2,0,1,40,LSWS
94,0.65,0.2,1,1,41,LSWS
94,0.65,0.2,1,0,42,LSWS
94,0.65,0.2,1,0,43,LSWS
94,0.65,0.2,1,1,44,LSWS
94,0.65,0.2,1,0,45,LSWS
94,0.65,0.2,1,1,46,LSWS
94,0.65,0.2,0,0,47,LSWS
94,0.65,0.2,1,1,48,LSWS
94,0.65,0.2,0,0,49,LSWS
94,0.65,0.2,1,1,50,LSWS
94,0.65,0.2,0,0,51,LSWS
94,0.65,0.2,1,1,52,LSWS
94,0.65,0.2,0,1,53,LSWS
94,0.65,0.2,0,1,54,LSWS
94,0.65,0.2,1,0,55,LSWS
94,0.65,0.2,1,1,56,LSWS
94,0.65,0.2,1,0,57,LSWS
94,0.65,0.2,1,1,58,LSWS
94,0.65,0.2,0,1,59,LSWS
94,0.65,0.2,0,0,60,LSWS
94,0.65,0.2,1,1,61,LSWS
94,0.65,0.2,0,1,62,LSWS
94,0.65,0.2,0,1,63,LSWS
94,0.65,0.2,1,0,64,LSWS
94,0.65,0.2,1,1,65,LSWS
94,0.65,0.2,0,1,66,LSWS
94,0.65,0.2,0,1,67,LSWS
94,0.65,0.2,0,1,68,LSWS
94,0.65,0.2,0,1,69,LSWS
94,0.65,0.2,0,0,70,LSWS
94,0.65,0.2,1,1,71,LSWS
94,0.65,0.2,0,1,72,LSWS
94,0.65,0.2,0,1,73,LSWS
94,0.65,0.2,0,0,74,LSWS
94,0.65,0.2,1,1,75,LSWS
94,0.65,0.2,1,1,76,LSWS
94,0.65,0.2,0,1,77,LSWS
94,0.65,0.2,0,0,78,LSWS
94,0.65,0.2,1,1,79,LSWS
94,0.65,0.2,0,0,80,LSWS
94,0.65,0.2,1,1,81,LSWS
94,0.65,0.2,0,1,82,LSWS
94,0.65,0.2,0,0,83,LSWS
94,0.65,0.2,1,0,84,LSWS
94,0.65,0.2,1,0,85,LSWS
94,0.65,0.2,1,0,86,LSWS
94,0.65,0.2,1,0,87,LSWS
94,0.65,0.2,1,1,88,LSWS
94,0.65,0.2,0,1,89,LSWS
94,0.65,0.2,0,1,90,LSWS
94,0.65,0.2,0,1,91,LSWS
94,0.65,0.2,0,0,92,LSWS
94,0.65,0.2,1,1,93,LSWS
94,0.65,0.2,0,1,94,LSWS
94,0.65,0.2,0,1,95,LSWS
94,0.65,0.2,0,1,96,LSWS
94,0.65,0.2,0,1,97,LSWS
94,0.65,0.2,0,1,98,LSWS
94,0.65,0.2,0,1,99,LSWS
94,0.65,0.2,0,0,100,LSWS
94,0.65,0.2,0,1,101,LSWS
94,0.65,0.2,0,1,102,LSWS
94,0.65,0.2,0,1,103,LSWS
94,0.65,0.2,0,0,104,LSWS
94,0.65,0.2,1,0,105,LSWS
94,0.65,0.2,1,0,106,LSWS
94,0.65,0.2,1,0,107,LSWS
94,0.65,0.2,1,1,108,LSWS
94,0.65,0.2,0,1,109,LSWS
94,0.65,0.2,0,1,110,LSWS
94,0.65,0.2,1,0,111,LSWS
94,0.65,0.2,0,0,112,LSWS
94,0.65,0.2,1,1,113,LSWS
94,0.65,0.2,0,1,114,LSWS
94,0.65,0.2,0,1,115,LSWS
94,0.65,0.2,0,0,116,LSWS
94,0.65,0.2,1,0,117,LSWS
94,0.65,0.2,1,1,118,LSWS
94,0.65,0.2,0,1,119,LSWS
94,0.65,0.2,0,1,120,LSWS
95,0.65,0.2,1,0,1,LSWS
95,0.65,0.2,1,0,2,LSWS
95,0.65,0.2,1,1,3,LSWS
95,0.65,0.2,0,1,4,LSWS
95,0.65,0.2,0,0,5,LSWS
95,0.65,0.2,1,1,6,LSWS
95,0.65,0.2,0,0,7,LSWS
95,0.65,0.2,1,1,8,LSWS
95,0.65,0.2,0,1,9,LSWS
95,0.65,0.2,0,1,10,LSWS
95,0.65,0.2,0,1,11,LSWS
95,0.65,0.2,0,1,12,LSWS
95,0.65,0.2,0,1,13,LSWS
95,0.65,0.2,0,1,14,LSWS
95,0.65,0.2,0,1,15,LSWS
95,0.65,0.2,0,1,16,LSWS
95,0.65,0.2,0,0,17,LSWS
95,0.65,0.2,1,1,18,LSWS
95,0.65,0.2,0,1,19,LSWS
95,0.65,0.2,0,0,20,LSWS
95,0.65,0.2,1,1,21,LSWS
95,0.65,0.2,0,1,22,LSWS
95,0.65,0.2,0,0,23,LSWS
95,0.65,0.2,1,1,24,LSWS
95,0.65,0.2,1,0,25,LSWS
95,0.65,0.2,1,0,26,LSWS
95,0.65,0.2,1,0,27,LSWS
95,0.65,0.2,1,1,28,LSWS
95,0.65,0.2,0,0,29,LSWS
95,0.65,0.2,1,1,30,LSWS
95,0.65,0.2,0,1,31,LSWS
95,0.65,0.2,0,1,32,LSWS
95,0.65,0.2,0,1,33,LSWS
95,0.65,0.2,0,0,34,LSWS
95,0.65,0.2,1,1,35,LSWS
95,0.65,0.2,0,0,36,LSWS
95,0.65,0.2,1,0,37,LSWS
95,0.65,0.2,1,1,38,LSWS
95,0.65,0.2,0,0,39,LSWS
95,0.65,0.2,1,1,40,LSWS
95,0.65,0.2,0,1,41,LSWS
95,0.65,0.2,0,0,42,LSWS
95,0.65,0.2,1,0,43,LSWS
95,0.65,0.2,1,0,44,LSWS
95,0.65,0.2,1,1,45,LSWS
95,0.65,0.2,0,0,46,LSWS
95,0.65,0.2,1,1,47,LSWS
95,0.65,0.2,0,0,48,LSWS
95,0.65,0.2,1,1,49,LSWS
95,0.65,0.2,0,1,50,LSWS
95,0.65,0.2,0,0,51,LSWS
95,0.65,0.2,1,1,52,LSWS
95,0.65,0.2,0,1,53,LSWS
95,0.65,0.2,1,0,54,LSWS
95,0.65,0.2,1,1,55,LSWS
95,0.65,0.2,0,0,56,LSWS
95,0.65,0.2,1,1,57,LSWS
95,0.65,0.2,0,1,58,LSWS
95,0.65,0.2,0,1,59,LSWS
95,0.65,0.2,0,0,60,LSWS
95,0.65,0.2,1,1,61,LSWS
95,0.65,0.2,0,1,62,LSWS
95,0.65,0.2,0,0,63,LSWS
95,0.65,0.2,1,1,64,LSWS
95,0.65,0.2,0,0,65,LSWS
95,0.65,0.2,0,0,66,LSWS
95,0.65,0.2,1,1,67,LSWS
95,0.65,0.2,0,0,68,LSWS
95,0.65,0.2,1,1,69,LSWS
95,0.65,0.2,0,0,70,LSWS
95,0.65,0.2,1,0,71,LSWS
95,0.65,0.2,1,0,72,LSWS
95,0.65,0.2,1,1,73,LSWS
95,0.65,0.2,0,1,74,LSWS
95,0.65,0.2,0,1,75,LSWS
95,0.65,0.2,0,1,76,LSWS
95,0.65,0.2,0,0,77,LSWS
95,0.65,0.2,1,0,78,LSWS
95,0.65,0.2,1,1,79,LSWS
95,0.65,0.2,0,1,80,LSWS
95,0.65,0.2,0,1,81,LSWS
95,0.65,0.2,0,1,82,LSWS
95,0.65,0.2,1,1,83,LSWS
95,0.65,0.2,0,0,84,LSWS
95,0.65,0.2,1,1,85,LSWS
95,0.65,0.2,0,1,86,LSWS
95,0.65,0.2,0,1,87,LSWS
95,0.65,0.2,0,1,88,LSWS
95,0.65,0.2,0,0,89,LSWS
95,0.65,0.2,1,1,90,LSWS
95,0.65,0.2,0,0,91,LSWS
95,0.65,0.2,1,0,92,LSWS
95,0.65,0.2,0,1,93,LSWS
95,0.65,0.2,1,1,94,LSWS
95,0.65,0.2,0,0,95,LSWS
95,0.65,0.2,1,1,96,LSWS
95,0.65,0.2,0,0,97,LSWS
95,0.65,0.2,1,1,98,LSWS
95,0.65,0.2,0,1,99,LSWS
95,0.65,0.2,0,1,100,LSWS
95,0.65,0.2,0,1,101,LSWS
95,0.65,0.2,0,0,102,LSWS
95,0.65,0.2,1,1,103,LSWS
95,0.65,0.2,0,1,104,LSWS
95,0.65,0.2,0,0,105,LSWS
95,0.65,0.2,1,1,106,LSWS
95,0.65,0.2,0,1,107,LSWS
95,0.65,0.2,0,1,108,LSWS
95,0.65,0.2,0,1,109,LSWS
95,0.65,0.2,0,1,110,LSWS
95,0.65,0.2,1,0,111,LSWS
95,0.65,0.2,1,0,112,LSWS
95,0.65,0.2,1,1,113,LSWS
95,0.65,0.2,1,1,114,LSWS
95,0.65,0.2,0,1,115,LSWS
95,0.65,0.2,0,1,116,LSWS
95,0.65,0.2,0,0,117,LSWS
95,0.65,0.2,1,1,118,LSWS
95,0.65,0.2,0,0,119,LSWS
95,0.65,0.2,1,1,120,LSWS
96,0.65,0.2,0,1,1,LSWS
96,0.65,0.2,0,0,2,LSWS
96,0.65,0.2,1,1,3,LSWS
96,0.65,0.2,0,0,4,LSWS
96,0.65,0.2,1,0,5,LSWS
96,0.65,0.2,1,0,6,LSWS
96,0.65,0.2,1,0,7,LSWS
96,0.65,0.2,1,1,8,LSWS
96,0.65,0.2,0,0,9,LSWS
96,0.65,0.2,1,0,10,LSWS
96,0.65,0.2,1,1,11,LSWS
96,0.65,0.2,1,1,12,LSWS
96,0.65,0.2,0,0,13,LSWS
96,0.65,0.2,1,0,14,LSWS
96,0.65,0.2,1,1,15,LSWS
96,0.65,0.2,0,0,16,LSWS
96,0.65,0.2,1,0,17,LSWS
96,0.65,0.2,1,1,18,LSWS
96,0.65,0.2,0,1,19,LSWS
96,0.65,0.2,0,0,20,LSWS
96,0.65,0.2,1,0,21,LSWS
96,0.65,0.2,1,0,22,LSWS
96,0.65,0.2,1,1,23,LSWS
96,0.65,0.2,0,1,24,LSWS
96,0.65,0.2,0,0,25,LSWS
96,0.65,0.2,1,1,26,LSWS
96,0.65,0.2,0,0,27,LSWS
96,0.65,0.2,1,0,28,LSWS
96,0.65,0.2,1,1,29,LSWS
96,0.65,0.2,1,0,30,LSWS
96,0.65,0.2,1,1,31,LSWS
96,0.65,0.2,0,0,32,LSWS
96,0.65,0.2,1,1,33,LSWS
96,0.65,0.2,1,1,34,LSWS
96,0.65,0.2,0,1,35,LSWS
96,0.65,0.2,0,1,36,LSWS
96,0.65,0.2,0,0,37,LSWS
96,0.65,0.2,1,1,38,LSWS
96,0.65,0.2,0,0,39,LSWS
96,0.65,0.2,1,0,40,LSWS
96,0.65,0.2,1,1,41,LSWS
96,0.65,0.2,1,1,42,LSWS
96,0.65,0.2,0,0,43,LSWS
96,0.65,0.2,1,1,44,LSWS
96,0.65,0.2,0,0,45,LSWS
96,0.65,0.2,1,1,46,LSWS
96,0.65,0.2,0,1,47,LSWS
96,0.65,0.2,0,1,48,LSWS
96,0.65,0.2,0,0,49,LSWS
96,0.65,0.2,1,1,50,LSWS
96,0.65,0.2,0,1,51,LSWS
96,0.65,0.2,0,0,52,LSWS
96,0.65,0.2,1,1,53,LSWS
96,0.65,0.2,0,1,54,LSWS
96,0.65,0.2,0,1,55,LSWS
96,0.65,0.2,0,0,56,LSWS
96,0.65,0.2,1,1,57,LSWS
96,0.65,0.2,0,1,58,LSWS
96,0.65,0.2,0,0,59,LSWS
96,0.65,0.2,1,1,60,LSWS
96,0.65,0.2,0,1,61,LSWS
96,0.65,0.2,0,0,62,LSWS
96,0.65,0.2,1,1,63,LSWS
96,0.65,0.2,0,1,64,LSWS
96,0.65,0.2,0,1,65,LSWS
96,0.65,0.2,0,1,66,LSWS
96,0.65,0.2,0,1,67,LSWS
96,0.65,0.2,1,1,68,LSWS
96,0.65,0.2,0,1,69,LSWS
96,0.65,0.2,0,0,70,LSWS
96,0.65,0.2,1,1,71,LSWS
96,0.65,0.2,0,1,72,LSWS
96,0.65,0.2,0,1,73,LSWS
96,0.65,0.2,0,0,74,LSWS
96,0.65,0.2,0,0,75,LSWS
96,0.65,0.2,1,0,76,LSWS
96,0.65,0.2,1,0,77,LSWS
96,0.65,0.2,1,0,78,LSWS
96,0.65,0.2,1,0,79,LSWS
96,0.65,0.2,1,1,80,LSWS
96,0.65,0.2,0,0,81,LSWS
96,0.65,0.2,0,0,82,LSWS
96,0.65,0.2,1,0,83,LSWS
96,0.65,0.2,1,0,84,LSWS
96,0.65,0.2,1,1,85,LSWS
96,0.65,0.2,0,0,86,LSWS
96,0.65,0.2,1,1,87,LSWS
96,0.65,0.2,0,0,88,LSWS
96,0.65,0.2,1,1,89,LSWS
96,0.65,0.2,0,0,90,LSWS
96,0.65,0.2,1,1,91,LSWS
96,0.65,0.2,0,0,92,LSWS
96,0.65,0.2,1,1,93,LSWS
96,0.65,0.2,0,1,94,LSWS
96,0.65,0.2,0,1,95,LSWS
96,0.65,0.2,0,1,96,LSWS
96,0.65,0.2,1,1,97,LSWS
96,0.65,0.2,0,1,98,LSWS
96,0.65,0.2,0,1,99,LSWS
96,0.65,0.2,0,0,100,LSWS
96,0.65,0.2,1,1,101,LSWS
96,0.65,0.2,0,1,102,LSWS
96,0.65,0.2,0,1,103,LSWS
96,0.65,0.2,0,0,104,LSWS
96,0.65,0.2,1,0,105,LSWS
96,0.65,0.2,1,1,106,LSWS
96,0.65,0.2,0,1,107,LSWS
96,0.65,0.2,0,0,108,LSWS
96,0.65,0.2,1,1,109,LSWS
96,0.65,0.2,0,0,110,LSWS
96,0.65,0.2,1,1,111,LSWS
96,0.65,0.2,0,0,112,LSWS
96,0.65,0.2,1,0,113,LSWS
96,0.65,0.2,1,1,114,LSWS
96,0.65,0.2,1,1,115,LSWS
96,0.65,0.2,0,1,116,LSWS
96,0.65,0.2,0,1,117,LSWS
96,0.65,0.2,0,0,118,LSWS
96,0.65,0.2,1,1,119,LSWS
96,0.65,0.2,1,0,120,LSWS
97,0.65,0.2,0,1,1,LSWS
97,0.65,0.2,0,0,2,LSWS
97,0.65,0.2,0,0,3,LSWS
97,0.65,0.2,1,1,4,LSWS
97,0.65,0.2,0,1,5,LSWS
97,0.65,0.2,0,0,6,LSWS
97,0.65,0.2,1,1,7,LSWS
97,0.65,0.2,0,1,8,LSWS
97,0.65,0.2,1,1,9,LSWS
97,0.65,0.2,0,1,10,LSWS
97,0.65,0.2,0,0,11,LSWS
97,0.65,0.2,1,1,12,LSWS
97,0.65,0.2,0,1,13,LSWS
97,0.65,0.2,0,1,14,LSWS
97,0.65,0.2,0,0,15,LSWS
97,0.65,0.2,1,1,16,LSWS
97,0.65,0.2,0,0,17,LSWS
97,0.65,0.2,1,1,18,LSWS
97,0.65,0.2,0,1,19,LSWS
97,0.65,0.2,0,1,20,LSWS
97,0.65,0.2,0,1,21,LSWS
97,0.65,0.2,0,1,22,LSWS
97,0.65,0.2,0,0,23,LSWS
97,0.65,0.2,1,0,24,LSWS
97,0.65,0.2,1,1,25,LSWS
97,0.65,0.2,0,1,26,LSWS
97,0.65,0.2,0,1,27,LSWS
97,0.65,0.2,0,0,28,LSWS
97,0.65,0.2,1,1,29,LSWS
97,0.65,0.2,0,0,30,LSWS
97,0.65,0.2,1,1,31,LSWS
97,0.65,0.2,0,0,32,LSWS
97,0.65,0.2,1,1,33,LSWS
97,0.65,0.2,0,1,34,LSWS
97,0.65,0.2,0,1,35,LSWS
97,0.65,0.2,0,1,36,LSWS
97,0.65,0.2,0,1,37,LSWS
97,0.65,0.2,0,1,38,LSWS
97,0.65,0.2,0,1,39,LSWS
97,0.65,0.2,0,1,40,LSWS
97,0.65,0.2,0,0,41,LSWS
97,0.65,0.2,1,1,42,LSWS
97,0.65,0.2,0,0,43,LSWS
97,0.65,0.2,1,1,44,LSWS
97,0.65,0.2,0,0,45,LSWS
97,0.65,0.2,1,1,46,LSWS
97,0.65,0.2,0,1,47,LSWS
97,0.65,0.2,0,1,48,LSWS
97,0.65,0.2,0,0,49,LSWS
97,0.65,0.2,1,0,50,LSWS
97,0.65,0.2,0,0,51,LSWS
97,0.65,0.2,1,1,52,LSWS
97,0.65,0.2,0,1,53,LSWS
97,0.65,0.2,0,0,54,LSWS
97,0.65,0.2,1,1,55,LSWS
97,0.65,0.2,0,0,56,LSWS
97,0.65,0.2,1,1,57,LSWS
97,0.65,0.2,0,1,58,LSWS
97,0.65,0.2,1,0,59,LSWS
97,0.65,0.2,1,1,60,LSWS
97,0.65,0.2,0,0,61,LSWS
97,0.65,0.2,1,0,62,LSWS
97,0.65,0.2,1,1,63,LSWS
97,0.65,0.2,0,1,64,LSWS
97,0.65,0.2,0,1,65,LSWS
97,0.65,0.2,0,1,66,LSWS
97,0.65,0.2,0,0,67,LSWS
97,0.65,0.2,0,1,68,LSWS
97,0.65,0.2,0,1,69,LSWS
97,0.65,0.2,0,0,70,LSWS
97,0.65,0.2,1,0,71,LSWS
97,0.65,0.2,1,1,72,LSWS
97,0.65,0.2,0,1,73,LSWS
97,0.65,0.2,0,1,74,LSWS
97,0.65,0.2,0,1,75,LSWS
97,0.65,0.2,0,1,76,LSWS
97,0.65,0.2,0,1,77,LSWS
97,0.65,0.2,0,0,78,LSWS
97,0.65,0.2,1,1,79,LSWS
97,0.65,0.2,0,1,80,LSWS
97,0.65,0.2,0,1,81,LSWS
97,0.65,0.2,0,0,82,LSWS
97,0.65,0.2,1,1,83,LSWS
97,0.65,0.2,0,1,84,LSWS
97,0.65,0.2,0,0,85,LSWS
97,0.65,0.2,1,0,86,LSWS
97,0.65,0.2,1,0,87,LSWS
97,0.65,0.2,1,1,88,LSWS
97,0.65,0.2,0,1,89,LSWS
97,0.65,0.2,0,0,90,LSWS
97,0.65,0.2,1,1,91,LSWS
97,0.65,0.2,0,1,92,LSWS
97,0.65,0.2,0,1,93,LSWS
97,0.65,0.2,0,1,94,LSWS
97,0.65,0.2,0,1,95,LSWS
97,0.65,0.2,0,1,96,LSWS
97,0.65,0.2,0,1,97,LSWS
97,0.65,0.2,0,0,98,LSWS
97,0.65,0.2,1,1,99,LSWS
97,0.65,0.2,0,0,100,LSWS
97,0.65,0.2,1,0,101,LSWS
97,0.65,0.2,1,1,102,LSWS
97,0.65,0.2,0,0,103,LSWS
97,0.65,0.2,1,1,104,LSWS
97,0.65,0.2,0,0,105,LSWS
97,0.65,0.2,1,0,106,LSWS
97,0.65,0.2,1,0,107,LSWS
97,0.65,0.2,1,1,108,LSWS
97,0.65,0.2,0,1,109,LSWS
97,0.65,0.2,1,1,110,LSWS
97,0.65,0.2,0,1,111,LSWS
97,0.65,0.2,0,1,112,LSWS
97,0.65,0.2,0,1,113,LSWS
97,0.65,0.2,0,1,114,LSWS
97,0.65,0.2,0,0,115,LSWS
97,0.65,0.2,1,0,116,LSWS
97,0.65,0.2,1,0,117,LSWS
97,0.65,0.2,1,0,118,LSWS
97,0.65,0.2,1,1,119,LSWS
97,0.65,0.2,0,1,120,LSWS
98,0.65,0.2,1,1,1,LSWS
98,0.65,0.2,0,1,2,LSWS
98,0.65,0.2,0,0,3,LSWS
98,0.65,0.2,1,1,4,LSWS
98,0.65,0.2,0,1,5,LSWS
98,0.65,0.2,0,0,6,LSWS
98,0.65,0.2,1,0,7,LSWS
98,0.65,0.2,1,1,8,LSWS
98,0.65,0.2,0,0,9,LSWS
98,0.65,0.2,1,0,10,LSWS
98,0.65,0.2,1,1,11,LSWS
98,0.65,0.2,0,1,12,LSWS
98,0.65,0.2,0,1,13,LSWS
98,0.65,0.2,0,1,14,LSWS
98,0.65,0.2,0,0,15,LSWS
98,0.65,0.2,1,1,16,LSWS
98,0.65,0.2,0,0,17,LSWS
98,0.65,0.2,1,0,18,LSWS
98,0.65,0.2,1,0,19,LSWS
98,0.65,0.2,1,0,20,LSWS
98,0.65,0.2,1,1,21,LSWS
98,0.65,0.2,0,0,22,LSWS
98,0.65,0.2,1,1,23,LSWS
98,0.65,0.2,0,1,24,LSWS
98,0.65,0.2,1,1,25,LSWS
98,0.65,0.2,0,1,26,LSWS
98,0.65,0.2,0,1,27,LSWS
98,0.65,0.2,0,1,28,LSWS
98,0.65,0.2,1,0,29,LSWS
98,0.65,0.2,0,0,30,LSWS
98,0.65,0.2,1,1,31,LSWS
98,0.65,0.2,1,0,32,LSWS
98,0.65,0.2,1,1,33,LSWS
98,0.65,0.2,0,1,34,LSWS
98,0.65,0.2,0,0,35,LSWS
98,0.65,0.2,1,0,36,LSWS
98,0.65,0.2,0,0,37,LSWS
98,0.65,0.2,0,1,38,LSWS
98,0.65,0.2,0,0,39,LSWS
98,0.65,0.2,1,0,40,LSWS
98,0.65,0.2,1,1,41,LSWS
98,0.65,0.2,1,1,42,LSWS
98,0.65,0.2,0,0,43,LSWS
98,0.65,0.2,1,0,44,LSWS
98,0.65,0.2,1,1,45,LSWS
98,0.65,0.2,0,0,46,LSWS
98,0.65,0.2,1,1,47,LSWS
98,0.65,0.2,1,0,48,LSWS
98,0.65,0.2,1,1,49,LSWS
98,0.65,0.2,0,1,50,LSWS
98,0.65,0.2,0,1,51,LSWS
98,0.65,0.2,0,1,52,LSWS
98,0.65,0.2,0,1,53,LSWS
98,0.65,0.2,0,1,54,LSWS
98,0.65,0.2,0,0,55,LSWS
98,0.65,0.2,1,1,56,LSWS
98,0.65,0.2,0,1,57,LSWS
98,0.65,0.2,0,0,58,LSWS
98,0.65,0.2,1,1,59,LSWS
98,0.65,0.2,0,0,60,LSWS
98,0.65,0.2,1,1,61,LSWS
98,0.65,0.2,0,1,62,LSWS
98,0.65,0.2,0,0,63,LSWS
98,0.65,0.2,1,1,64,LSWS
98,0.65,0.2,0,0,65,LSWS
98,0.65,0.2,1,0,66,LSWS
98,0.65,0.2,1,1,67,LSWS
98,0.65,0.2,0,0,68,LSWS
98,0.65,0.2,1,0,69,LSWS
98,0.65,0.2,1,0,70,LSWS
98,0.65,0.2,1,1,71,LSWS
98,0.65,0.2,0,1,72,LSWS
98,0.65,0.2,0,1,73,LSWS
98,0.65,0.2,0,0,74,LSWS
98,0.65,0.2,1,0,75,LSWS
98,0.65,0.2,1,1,76,LSWS
98,0.65,0.2,0,1,77,LSWS
98,0.65,0.2,0,0,78,LSWS
98,0.65,0.2,1,1,79,LSWS
98,0.65,0.2,0,1,80,LSWS
98,0.65,0.2,0,1,81,LSWS
98,0.65,0.2,0,1,82,LSWS
98,0.65,0.2,0,0,83,LSWS
98,0.65,0.2,1,0,84,LSWS
98,0.65,0.2,1,1,85,LSWS
98,0.65,0.2,0,1,86,LSWS
98,0.65,0.2,0,1,87,LSWS
98,0.65,0.2,0,0,88,LSWS
98,0.65,0.2,1,1,89,LSWS
98,0.65,0.2,0,0,90,LSWS
98,0.65,0.2,1,1,91,LSWS
98,0.65,0.2,0,1,92,LSWS
