agent_nr,rate,noise,Self,Other,trial,strategy
31,0.65,0.2,0,1,112,LSWS
31,0.65,0.2,0,1,113,LSWS
31,0.65,0.2,1,1,114,LSWS
31,0.65,0.2,0,1,115,LSWS
31,0.65,0.2,0,0,116,LSWS
31,0.65,0.2,1,1,117,LSWS
31,0.65,0.2,0,1,118,LSWS
31,0.65,0.2,0,1,119,LSWS
31,0.65,0.2,0,1,120,LSWS
32,0.65,0.2,1,0,1,LSWS
32,0.65,0.2,1,0,2,LSWS
32,0.65,0.2,1,1,3,LSWS
32,0.65,0.2,0,0,4,LSWS
32,0.65,0.2,1,1,5,LSWS
32,0.65,0.2,0,1,6,LSWS
32,0.65,0.2,0,1,7,LSWS
32,0.65,0.2,0,1,8,LSWS
32,0.65,0.2,0,1,9,LSWS
32,0.65,0.2,0,1,10,LSWS
32,0.65,0.2,0,1,11,LSWS
32,0.65,0.2,0,1,12,LSWS
32,0.65,0.2,0,1,13,LSWS
32,0.65,0.2,1,1,14,LSWS
32,0.65,0.2,0,1,15,LSWS
32,0.65,0.2,0,1,16,LSWS
32,0.65,0.2,0,1,17,LSWS
32,0.65,0.2,0,1,18,LSWS
32,0.65,0.2,0,1,19,LSWS
32,0.65,0.2,0,0,20,LSWS
32,0.65,0.2,1,0,21,LSWS
32,0.65,0.2,1,0,22,LSWS
32,0.65,0.2,1,0,23,LSWS
32,0.65,0.2,1,1,24,LSWS
32,0.65,0.2,0,0,25,LSWS
32,0.65,0.2,0,1,26,LSWS
32,0.65,0.2,0,1,27,LSWS
32,0.65,0.2,0,1,28,LSWS
32,0.65,0.2,0,0,29,LSWS
32,0.65,0.2,1,1,30,LSWS
32,0.65,0.2,0,0,31,LSWS
32,0.65,0.2,1,1,32,LSWS
32,0.65,0.2,0,0,33,LSWS
32,0.65,0.2,1,1,34,LSWS
32,0.65,0.2,0,0,35,LSWS
32,0.65,0.2,1,1,36,LSWS
32,0.65,0.2,0,0,37,LSWS
32,0.65,0.2,1,1,38,LSWS
32,0.65,0.2,0,1,39,LSWS
32,0.65,0.2,1,1,40,LSWS
32,0.65,0.2,0,1,41,LSWS
32,0.65,0.2,0,1,42,LSWS
32,0.65,0.2,0,0,43,LSWS
32,0.65,0.2,1,0,44,LSWS
32,0.65,0.2,1,1,45,LSWS
32,0.65,0.2,0,0,46,LSWS
32,0.65,0.2,0,0,47,LSWS
32,0.65,0.2,1,0,48,LSWS
32,0.65,0.2,1,1,49,LSWS
32,0.65,0.2,0,1,50,LSWS
32,0.65,0.2,0,1,51,LSWS
32,0.65,0.2,0,1,52,LSWS
32,0.65,0.2,0,1,53,LSWS
32,0.65,0.2,1,0,54,LSWS
32,0.65,0.2,1,1,55,LSWS
32,0.65,0.2,0,0,56,LSWS
32,0.65,0.2,0,1,57,LSWS
32,0.65,0.2,0,1,58,LSWS
32,0.65,0.2,0,0,59,LSWS
32,0.65,0.2,0,1,60,LSWS
32,0.65,0.2,0,0,61,LSWS
32,0.65,0.2,1,1,62,LSWS
32,0.65,0.2,0,0,63,LSWS
32,0.65,0.2,0,0,64,LSWS
32,0.65,0.2,1,0,65,LSWS
32,0.65,0.2,1,1,66,LSWS
32,0.65,0.2,0,0,67,LSWS
32,0.65,0.2,1,1,68,LSWS
32,0.65,0.2,0,0,69,LSWS
32,0.65,0.2,1,0,70,LSWS
32,0.65,0.2,1,1,71,LSWS
32,0.65,0.2,0,1,72,LSWS
32,0.65,0.2,0,1,73,LSWS
32,0.65,0.2,0,0,74,LSWS
32,0.65,0.2,1,1,75,LSWS
32,0.65,0.2,0,1,76,LSWS
32,0.65,0.2,0,1,77,LSWS
32,0.65,0.2,1,1,78,LSWS
32,0.65,0.2,0,0,79,LSWS
32,0.65,0.2,1,0,80,LSWS
32,0.65,0.2,1,0,81,LSWS
32,0.65,0.2,1,1,82,LSWS
32,0.65,0.2,0,0,83,LSWS
32,0.65,0.2,1,0,84,LSWS
32,0.65,0.2,1,1,85,LSWS
32,0.65,0.2,0,1,86,LSWS
32,0.65,0.2,0,0,87,LSWS
32,0.65,0.2,1,1,88,LSWS
32,0.65,0.2,0,0,89,LSWS
32,0.65,0.2,1,1,90,LSWS
32,0.65,0.2,0,0,91,LSWS
32,0.65,0.2,1,0,92,LSWS
32,0.65,0.2,1,1,93,LSWS
32,0.65,0.2,1,0,94,LSWS
32,0.65,0.2,1,0,95,LSWS
32,0.65,0.2,1,0,96,LSWS
32,0.65,0.2,1,0,97,LSWS
32,0.65,0.2,1,0,98,LSWS
32,0.65,0.2,1,0,99,LSWS
32,0.65,0.2,1,1,100,LSWS
32,0.65,0.2,0,0,101,LSWS
32,0.65,0.2,1,1,102,LSWS
32,0.65,0.2,1,1,103,LSWS
32,0.65,0.2,0,1,104,LSWS
32,0.65,0.2,0,1,105,LSWS
32,0.65,0.2,0,0,106,LSWS
32,0.65,0.2,1,1,107,LSWS
32,0.65,0.2,0,1,108,LSWS
32,0.65,0.2,0,0,109,LSWS
32,0.65,0.2,1,0,110,LSWS
32,0.65,0.2,1,1,111,LSWS
32,0.65,0.2,0,1,112,LSWS
32,0.65,0.2,0,0,113,LSWS
32,0.65,0.2,1,1,114,LSWS
32,0.65,0.2,0,1,115,LSWS
32,0.65,0.2,0,0,116,LSWS
32,0.65,0.2,1,1,117,LSWS
32,0.65,0.2,0,1,118,LSWS
32,0.65,0.2,0,1,119,LSWS
32,0.65,0.2,0,0,120,LSWS
33,0.65,0.2,1,1,1,LSWS
33,0.65,0.2,0,0,2,LSWS
33,0.65,0.2,1,1,3,LSWS
33,0.65,0.2,0,1,4,LSWS
33,0.65,0.2,0,1,5,LSWS
33,0.65,0.2,0,0,6,LSWS
33,0.65,0.2,1,0,7,LSWS
33,0.65,0.2,0,1,8,LSWS
33,0.65,0.2,0,1,9,LSWS
33,0.65,0.2,1,0,10,LSWS
33,0.65,0.2,1,0,11,LSWS
33,0.65,0.2,1,1,12,LSWS
33,0.65,0.2,0,0,13,LSWS
33,0.65,0.2,1,1,14,LSWS
33,0.65,0.2,0,1,15,LSWS
33,0.65,0.2,0,0,16,LSWS
33,0.65,0.2,1,0,17,LSWS
33,0.65,0.2,0,0,18,LSWS
33,0.65,0.2,1,0,19,LSWS
33,0.65,0.2,1,1,20,LSWS
33,0.65,0.2,0,0,21,LSWS
33,0.65,0.2,1,0,22,LSWS
33,0.65,0.2,0,0,23,LSWS
33,0.65,0.2,1,0,24,LSWS
33,0.65,0.2,1,1,25,LSWS
33,0.65,0.2,0,1,26,LSWS
33,0.65,0.2,0,1,27,LSWS
33,0.65,0.2,0,0,28,LSWS
33,0.65,0.2,1,1,29,LSWS
33,0.65,0.2,0,1,30,LSWS
33,0.65,0.2,0,1,31,LSWS
33,0.65,0.2,0,1,32,LSWS
33,0.65,0.2,0,0,33,LSWS
33,0.65,0.2,1,1,34,LSWS
33,0.65,0.2,0,0,35,LSWS
33,0.65,0.2,0,1,36,LSWS
33,0.65,0.2,0,0,37,LSWS
33,0.65,0.2,1,0,38,LSWS
33,0.65,0.2,1,1,39,LSWS
33,0.65,0.2,1,0,40,LSWS
33,0.65,0.2,0,1,41,LSWS
33,0.65,0.2,0,1,42,LSWS
33,0.65,0.2,0,1,43,LSWS
33,0.65,0.2,0,1,44,LSWS
33,0.65,0.2,0,0,45,LSWS
33,0.65,0.2,1,1,46,LSWS
33,0.65,0.2,0,1,47,LSWS
33,0.65,0.2,0,0,48,LSWS
33,0.65,0.2,1,1,49,LSWS
33,0.65,0.2,0,1,50,LSWS
33,0.65,0.2,0,0,51,LSWS
33,0.65,0.2,1,1,52,LSWS
33,0.65,0.2,1,1,53,LSWS
33,0.65,0.2,1,1,54,LSWS
33,0.65,0.2,0,1,55,LSWS
33,0.65,0.2,0,1,56,LSWS
33,0.65,0.2,0,0,57,LSWS
33,0.65,0.2,1,0,58,LSWS
33,0.65,0.2,1,1,59,LSWS
33,0.65,0.2,0,1,60,LSWS
33,0.65,0.2,0,1,61,LSWS
33,0.65,0.2,0,0,62,LSWS
33,0.65,0.2,1,1,63,LSWS
33,0.65,0.2,0,1,64,LSWS
33,0.65,0.2,0,1,65,LSWS
33,0.65,0.2,0,1,66,LSWS
33,0.65,0.2,0,1,67,LSWS
33,0.65,0.2,0,1,68,LSWS
33,0.65,0.2,0,1,69,LSWS
33,0.65,0.2,0,0,70,LSWS
33,0.65,0.2,1,0,71,LSWS
33,0.65,0.2,1,1,72,LSWS
33,0.65,0.2,1,1,73,LSWS
33,0.65,0.2,0,1,74,LSWS
33,0.65,0.2,0,1,75,LSWS
33,0.65,0.2,0,1,76,LSWS
33,0.65,0.2,0,1,77,LSWS
33,0.65,0.2,0,0,78,LSWS
33,0.65,0.2,1,1,79,LSWS
33,0.65,0.2,0,0,80,LSWS
33,0.65,0.2,1,1,81,LSWS
33,0.65,0.2,0,0,82,LSWS
33,0.65,0.2,1,0,83,LSWS
33,0.65,0.2,1,1,84,LSWS
33,0.65,0.2,0,0,85,LSWS
33,0.65,0.2,1,0,86,LSWS
33,0.65,0.2,1,0,87,LSWS
33,0.65,0.2,1,0,88,LSWS
33,0.65,0.2,1,0,89,LSWS
33,0.65,0.2,1,1,90,LSWS
33,0.65,0.2,0,1,91,LSWS
33,0.65,0.2,0,0,92,LSWS
33,0.65,0.2,1,0,93,LSWS
33,0.65,0.2,1,0,94,LSWS
33,0.65,0.2,1,0,95,LSWS
33,0.65,0.2,1,1,96,LSWS
33,0.65,0.2,0,0,97,LSWS
33,0.65,0.2,1,1,98,LSWS
33,0.65,0.2,0,1,99,LSWS
33,0.65,0.2,0,1,100,LSWS
33,0.65,0.2,0,1,101,LSWS
33,0.65,0.2,1,1,102,LSWS
33,0.65,0.2,0,1,103,LSWS
33,0.65,0.2,0,1,104,LSWS
33,0.65,0.2,1,1,105,LSWS
33,0.65,0.2,0,1,106,LSWS
33,0.65,0.2,1,0,107,LSWS
33,0.65,0.2,1,1,108,LSWS
33,0.65,0.2,0,0,109,LSWS
33,0.65,0.2,1,0,110,LSWS
33,0.65,0.2,1,1,111,LSWS
33,0.65,0.2,0,1,112,LSWS
33,0.65,0.2,0,1,113,LSWS
33,0.65,0.2,0,0,114,LSWS
33,0.65,0.2,1,0,115,LSWS
33,0.65,0.2,1,0,116,LSWS
33,0.65,0.2,1,1,117,LSWS
33,0.65,0.2,0,1,118,LSWS
33,0.65,0.2,0,1,119,LSWS
33,0.65,0.2,0,1,120,LSWS
34,0.65,0.2,1,1,1,LSWS
34,0.65,0.2,0,0,2,LSWS
34,0.65,0.2,1,0,3,LSWS
34,0.65,0.2,1,0,4,LSWS
34,0.65,0.2,0,0,5,LSWS
34,0.65,0.2,1,1,6,LSWS
34,0.65,0.2,1,1,7,LSWS
34,0.65,0.2,0,0,8,LSWS
34,0.65,0.2,1,1,9,LSWS
34,0.65,0.2,0,1,10,LSWS
34,0.65,0.2,0,1,11,LSWS
34,0.65,0.2,0,1,12,LSWS
34,0.65,0.2,0,0,13,LSWS
34,0.65,0.2,0,0,14,LSWS
34,0.65,0.2,1,1,15,LSWS
34,0.65,0.2,0,0,16,LSWS
34,0.65,0.2,1,0,17,LSWS
34,0.65,0.2,1,0,18,LSWS
34,0.65,0.2,1,0,19,LSWS
34,0.65,0.2,1,1,20,LSWS
34,0.65,0.2,0,1,21,LSWS
34,0.65,0.2,0,1,22,LSWS
34,0.65,0.2,0,1,23,LSWS
34,0.65,0.2,0,1,24,LSWS
34,0.65,0.2,0,0,25,LSWS
34,0.65,0.2,1,0,26,LSWS
34,0.65,0.2,1,1,27,LSWS
34,0.65,0.2,0,0,28,LSWS
34,0.65,0.2,1,1,29,LSWS
34,0.65,0.2,0,0,30,LSWS
34,0.65,0.2,0,0,31,LSWS
34,0.65,0.2,0,0,32,LSWS
34,0.65,0.2,1,1,33,LSWS
34,0.65,0.2,0,0,34,LSWS
34,0.65,0.2,1,0,35,LSWS
34,0.65,0.2,1,1,36,LSWS
34,0.65,0.2,0,1,37,LSWS
34,0.65,0.2,0,1,38,LSWS
34,0.65,0.2,0,1,39,LSWS
34,0.65,0.2,0,0,40,LSWS
34,0.65,0.2,1,1,41,LSWS
34,0.65,0.2,0,1,42,LSWS
34,0.65,0.2,0,0,43,LSWS
34,0.65,0.2,1,1,44,LSWS
34,0.65,0.2,0,0,45,LSWS
34,0.65,0.2,1,0,46,LSWS
34,0.65,0.2,1,1,47,LSWS
34,0.65,0.2,0,1,48,LSWS
34,0.65,0.2,1,1,49,LSWS
34,0.65,0.2,0,1,50,LSWS
34,0.65,0.2,0,1,51,LSWS
34,0.65,0.2,0,1,52,LSWS
34,0.65,0.2,0,1,53,LSWS
34,0.65,0.2,0,1,54,LSWS
34,0.65,0.2,0,0,55,LSWS
34,0.65,0.2,1,1,56,LSWS
34,0.65,0.2,1,0,57,LSWS
34,0.65,0.2,1,0,58,LSWS
34,0.65,0.2,1,0,59,LSWS
34,0.65,0.2,1,1,60,LSWS
34,0.65,0.2,0,1,61,LSWS
34,0.65,0.2,0,1,62,LSWS
34,0.65,0.2,0,1,63,LSWS
34,0.65,0.2,0,1,64,LSWS
34,0.65,0.2,1,0,65,LSWS
34,0.65,0.2,1,0,66,LSWS
34,0.65,0.2,1,0,67,LSWS
34,0.65,0.2,0,1,68,LSWS
34,0.65,0.2,1,1,69,LSWS
34,0.65,0.2,0,0,70,LSWS
34,0.65,0.2,1,1,71,LSWS
34,0.65,0.2,0,1,72,LSWS
34,0.65,0.2,0,0,73,LSWS
34,0.65,0.2,1,0,74,LSWS
34,0.65,0.2,1,1,75,LSWS
34,0.65,0.2,0,1,76,LSWS
34,0.65,0.2,0,0,77,LSWS
34,0.65,0.2,1,1,78,LSWS
34,0.65,0.2,0,1,79,LSWS
34,0.65,0.2,0,0,80,LSWS
34,0.65,0.2,1,0,81,LSWS
34,0.65,0.2,1,0,82,LSWS
34,0.65,0.2,1,1,83,LSWS
34,0.65,0.2,0,1,84,LSWS
34,0.65,0.2,1,0,85,LSWS
34,0.65,0.2,1,0,86,LSWS
34,0.65,0.2,1,1,87,LSWS
34,0.65,0.2,0,0,88,LSWS
34,0.65,0.2,1,0,89,LSWS
34,0.65,0.2,1,0,90,LSWS
34,0.65,0.2,1,1,91,LSWS
34,0.65,0.2,0,1,92,LSWS
34,0.65,0.2,0,1,93,LSWS
34,0.65,0.2,0,1,94,LSWS
34,0.65,0.2,0,0,95,LSWS
34,0.65,0.2,1,1,96,LSWS
34,0.65,0.2,1,0,97,LSWS
34,0.65,0.2,1,1,98,LSWS
34,0.65,0.2,0,0,99,LSWS
34,0.65,0.2,1,1,100,LSWS
34,0.65,0.2,0,1,101,LSWS
34,0.65,0.2,0,1,102,LSWS
34,0.65,0.2,0,1,103,LSWS
34,0.65,0.2,0,1,104,LSWS
34,0.65,0.2,0,1,105,LSWS
34,0.65,0.2,0,1,106,LSWS
34,0.65,0.2,0,0,107,LSWS
34,0.65,0.2,1,1,108,LSWS
34,0.65,0.2,1,1,109,LSWS
34,0.65,0.2,0,1,110,LSWS
34,0.65,0.2,0,0,111,LSWS
34,0.65,0.2,0,1,112,LSWS
34,0.65,0.2,0,0,113,LSWS
34,0.65,0.2,1,1,114,LSWS
34,0.65,0.2,0,1,115,LSWS
34,0.65,0.2,0,1,116,LSWS
34,0.65,0.2,0,1,117,LSWS
34,0.65,0.2,1,0,118,LSWS
34,0.65,0.2,1,1,119,LSWS
34,0.65,0.2,0,0,120,LSWS
35,0.65,0.2,1,1,1,LSWS
35,0.65,0.2,0,1,2,LSWS
35,0.65,0.2,0,1,3,LSWS
35,0.65,0.2,0,0,4,LSWS
35,0.65,0.2,1,1,5,LSWS
35,0.65,0.2,0,0,6,LSWS
35,0.65,0.2,1,0,7,LSWS
35,0.65,0.2,1,0,8,LSWS
35,0.65,0.2,1,1,9,LSWS
35,0.65,0.2,0,1,10,LSWS
35,0.65,0.2,0,1,11,LSWS
35,0.65,0.2,0,1,12,LSWS
35,0.65,0.2,0,1,13,LSWS
35,0.65,0.2,0,1,14,LSWS
35,0.65,0.2,0,1,15,LSWS
35,0.65,0.2,0,1,16,LSWS
35,0.65,0.2,0,1,17,LSWS
35,0.65,0.2,0,1,18,LSWS
35,0.65,0.2,1,1,19,LSWS
35,0.65,0.2,0,1,20,LSWS
35,0.65,0.2,0,1,21,LSWS
35,0.65,0.2,1,1,22,LSWS
35,0.65,0.2,0,1,23,LSWS
35,0.65,0.2,0,1,24,LSWS
35,0.65,0.2,0,1,25,LSWS
35,0.65,0.2,0,1,26,LSWS
35,0.65,0.2,0,0,27,LSWS
35,0.65,0.2,1,1,28,LSWS
35,0.65,0.2,0,0,29,LSWS
35,0.65,0.2,1,0,30,LSWS
35,0.65,0.2,1,1,31,LSWS
35,0.65,0.2,0,0,32,LSWS
35,0.65,0.2,1,1,33,LSWS
35,0.65,0.2,0,1,34,LSWS
35,0.65,0.2,0,1,35,LSWS
35,0.65,0.2,0,1,36,LSWS
35,0.65,0.2,0,0,37,LSWS
35,0.65,0.2,1,1,38,LSWS
35,0.65,0.2,0,1,39,LSWS
35,0.65,0.2,0,1,40,LSWS
35,0.65,0.2,0,1,41,LSWS
35,0.65,0.2,1,1,42,LSWS
35,0.65,0.2,0,1,43,LSWS
35,0.65,0.2,0,1,44,LSWS
35,0.65,0.2,0,1,45,LSWS
35,0.65,0.2,0,0,46,LSWS
35,0.65,0.2,1,0,47,LSWS
35,0.65,0.2,1,1,48,LSWS
35,0.65,0.2,0,1,49,LSWS
35,0.65,0.2,0,1,50,LSWS
35,0.65,0.2,0,1,51,LSWS
35,0.65,0.2,0,0,52,LSWS
35,0.65,0.2,0,1,53,LSWS
35,0.65,0.2,0,0,54,LSWS
35,0.65,0.2,1,0,55,LSWS
35,0.65,0.2,1,1,56,LSWS
35,0.65,0.2,0,0,57,LSWS
35,0.65,0.2,1,0,58,LSWS
35,0.65,0.2,1,0,59,LSWS
35,0.65,0.2,1,1,60,LSWS
35,0.65,0.2,0,1,61,LSWS
35,0.65,0.2,0,1,62,LSWS
35,0.65,0.2,0,1,63,LSWS
35,0.65,0.2,0,1,64,LSWS
35,0.65,0.2,0,0,65,LSWS
35,0.65,0.2,1,1,66,LSWS
35,0.65,0.2,0,0,67,LSWS
35,0.65,0.2,0,1,68,LSWS
35,0.65,0.2,0,1,69,LSWS
35,0.65,0.2,0,0,70,LSWS
35,0.65,0.2,1,1,71,LSWS
35,0.65,0.2,0,1,72,LSWS
35,0.65,0.2,1,0,73,LSWS
35,0.65,0.2,1,1,74,LSWS
35,0.65,0.2,0,1,75,LSWS
35,0.65,0.2,0,0,76,LSWS
35,0.65,0.2,1,0,77,LSWS
35,0.65,0.2,0,1,78,LSWS
35,0.65,0.2,0,0,79,LSWS
35,0.65,0.2,1,0,80,LSWS
35,0.65,0.2,1,1,81,LSWS
35,0.65,0.2,0,0,82,LSWS
35,0.65,0.2,1,1,83,LSWS
35,0.65,0.2,0,0,84,LSWS
35,0.65,0.2,1,1,85,LSWS
35,0.65,0.2,0,1,86,LSWS
35,0.65,0.2,0,0,87,LSWS
35,0.65,0.2,1,1,88,LSWS
35,0.65,0.2,1,1,89,LSWS
35,0.65,0.2,0,1,90,LSWS
35,0.65,0.2,1,0,91,LSWS
35,0.65,0.2,1,1,92,LSWS
35,0.65,0.2,0,0,93,LSWS
35,0.65,0.2,1,1,94,LSWS
35,0.65,0.2,0,0,95,LSWS
35,0.65,0.2,1,1,96,LSWS
35,0.65,0.2,0,0,97,LSWS
35,0.65,0.2,1,1,98,LSWS
35,0.65,0.2,0,1,99,LSWS
35,0.65,0.2,0,1,100,LSWS
35,0.65,0.2,0,1,101,LSWS
35,0.65,0.2,0,1,102,LSWS
35,0.65,0.2,0,0,103,LSWS
35,0.65,0.2,1,0,104,LSWS
35,0.65,0.2,1,1,105,LSWS
35,0.65,0.2,0,1,106,LSWS
35,0.65,0.2,0,1,107,LSWS
35,0.65,0.2,0,1,108,LSWS
35,0.65,0.2,0,0,109,LSWS
35,0.65,0.2,1,1,110,LSWS
35,0.65,0.2,0,1,111,LSWS
35,0.65,0.2,0,1,112,LSWS
35,0.65,0.2,0,1,113,LSWS
35,0.65,0.2,0,1,114,LSWS
35,0.65,0.2,0,1,115,LSWS
35,0.65,0.2,0,1,116,LSWS
35,0.65,0.2,0,1,117,LSWS
35,0.65,0.2,0,0,118,LSWS
35,0.65,0.2,1,0,119,LSWS
35,0.65,0.2,1,1,120,LSWS
36,0.65,0.2,0,0,1,LSWS
36,0.65,0.2,1,1,2,LSWS
36,0.65,0.2,0,0,3,LSWS
36,0.65,0.2,1,0,4,LSWS
36,0.65,0.2,1,0,5,LSWS
36,0.65,0.2,1,0,6,LSWS
36,0.65,0.2,1,0,7,LSWS
36,0.65,0.2,1,0,8,LSWS
36,0.65,0.2,1,1,9,LSWS
36,0.65,0.2,0,1,10,LSWS
36,0.65,0.2,0,0,11,LSWS
36,0.65,0.2,1,1,12,LSWS
36,0.65,0.2,0,1,13,LSWS
36,0.65,0.2,0,1,14,LSWS
36,0.65,0.2,0,1,15,LSWS
36,0.65,0.2,0,1,16,LSWS
36,0.65,0.2,0,1,17,LSWS
36,0.65,0.2,0,0,18,LSWS
36,0.65,0.2,1,1,19,LSWS
36,0.65,0.2,0,1,20,LSWS
36,0.65,0.2,0,1,21,LSWS
36,0.65,0.2,0,1,22,LSWS
36,0.65,0.2,0,0,23,LSWS
36,0.65,0.2,1,0,24,LSWS
36,0.65,0.2,1,0,25,LSWS
36,0.65,0.2,1,0,26,LSWS
36,0.65,0.2,1,0,27,LSWS
36,0.65,0.2,1,1,28,LSWS
36,0.65,0.2,0,0,29,LSWS
36,0.65,0.2,1,1,30,LSWS
36,0.65,0.2,0,1,31,LSWS
36,0.65,0.2,0,0,32,LSWS
36,0.65,0.2,1,1,33,LSWS
36,0.65,0.2,0,0,34,LSWS
36,0.65,0.2,1,1,35,LSWS
36,0.65,0.2,0,1,36,LSWS
36,0.65,0.2,1,1,37,LSWS
36,0.65,0.2,0,1,38,LSWS
36,0.65,0.2,0,0,39,LSWS
36,0.65,0.2,1,1,40,LSWS
36,0.65,0.2,0,1,41,LSWS
36,0.65,0.2,0,1,42,LSWS
36,0.65,0.2,0,1,43,LSWS
36,0.65,0.2,0,1,44,LSWS
36,0.65,0.2,0,0,45,LSWS
36,0.65,0.2,0,1,46,LSWS
36,0.65,0.2,0,1,47,LSWS
36,0.65,0.2,0,0,48,LSWS
36,0.65,0.2,1,1,49,LSWS
36,0.65,0.2,0,1,50,LSWS
36,0.65,0.2,0,0,51,LSWS
36,0.65,0.2,1,1,52,LSWS
36,0.65,0.2,1,0,53,LSWS
36,0.65,0.2,1,1,54,LSWS
36,0.65,0.2,1,1,55,LSWS
36,0.65,0.2,0,0,56,LSWS
36,0.65,0.2,1,1,57,LSWS
36,0.65,0.2,0,1,58,LSWS
36,0.65,0.2,0,1,59,LSWS
36,0.65,0.2,0,0,60,LSWS
36,0.65,0.2,1,0,61,LSWS
36,0.65,0.2,1,1,62,LSWS
36,0.65,0.2,0,0,63,LSWS
36,0.65,0.2,0,1,64,LSWS
36,0.65,0.2,0,1,65,LSWS
36,0.65,0.2,0,1,66,LSWS
36,0.65,0.2,0,1,67,LSWS
36,0.65,0.2,0,1,68,LSWS
36,0.65,0.2,1,1,69,LSWS
36,0.65,0.2,0,1,70,LSWS
36,0.65,0.2,0,1,71,LSWS
36,0.65,0.2,0,0,72,LSWS
36,0.65,0.2,1,1,73,LSWS
36,0.65,0.2,0,1,74,LSWS
36,0.65,0.2,0,1,75,LSWS
36,0.65,0.2,0,0,76,LSWS
36,0.65,0.2,1,0,77,LSWS
36,0.65,0.2,1,1,78,LSWS
36,0.65,0.2,0,1,79,LSWS
36,0.65,0.2,0,0,80,LSWS
36,0.65,0.2,1,0,81,LSWS
36,0.65,0.2,1,0,82,LSWS
36,0.65,0.2,1,1,83,LSWS
36,0.65,0.2,0,0,84,LSWS
36,0.65,0.2,1,1,85,LSWS
36,0.65,0.2,0,0,86,LSWS
36,0.65,0.2,1,1,87,LSWS
36,0.65,0.2,0,1,88,LSWS
36,0.65,0.2,0,0,89,LSWS
36,0.65,0.2,1,1,90,LSWS
36,0.65,0.2,0,1,91,LSWS
36,0.65,0.2,0,1,92,LSWS
36,0.65,0.2,0,0,93,LSWS
36,0.65,0.2,1,1,94,LSWS
36,0.65,0.2,0,0,95,LSWS
36,0.65,0.2,1,1,96,LSWS
36,0.65,0.2,1,1,97,LSWS
36,0.65,0.2,0,0,98,LSWS
36,0.65,0.2,1,1,99,LSWS
36,0.65,0.2,0,1,100,LSWS
36,0.65,0.2,0,0,101,LSWS
36,0.65,0.2,1,1,102,LSWS
36,0.65,0.2,0,0,103,LSWS
36,0.65,0.2,1,0,104,LSWS
36,0.65,0.2,1,0,105,LSWS
36,0.65,0.2,1,1,106,LSWS
36,0.65,0.2,0,1,107,LSWS
36,0.65,0.2,0,1,108,LSWS
36,0.65,0.2,0,1,109,LSWS
36,0.65,0.2,0,0,110,LSWS
36,0.65,0.2,1,1,111,LSWS
36,0.65,0.2,0,1,112,LSWS
36,0.65,0.2,0,0,113,LSWS
36,0.65,0.2,1,1,114,LSWS
36,0.65,0.2,0,1,115,LSWS
36,0.65,0.2,0,1,116,LSWS
36,0.65,0.2,1,1,117,LSWS
36,0.65,0.2,1,0,118,LSWS
36,0.65,0.2,1,1,119,LSWS
36,0.65,0.2,0,1,120,LSWS
37,0.65,0.2,1,1,1,LSWS
37,0.65,0.2,0,1,2,LSWS
37,0.65,0.2,0,1,3,LSWS
37,0.65,0.2,0,0,4,LSWS
37,0.65,0.2,0,1,5,LSWS
37,0.65,0.2,0,1,6,LSWS
37,0.65,0.2,0,1,7,LSWS
37,0.65,0.2,0,0,8,LSWS
37,0.65,0.2,1,0,9,LSWS
37,0.65,0.2,1,0,10,LSWS
37,0.65,0.2,1,0,11,LSWS
37,0.65,0.2,1,0,12,LSWS
37,0.65,0.2,1,1,13,LSWS
37,0.65,0.2,0,1,14,LSWS
37,0.65,0.2,0,1,15,LSWS
37,0.65,0.2,0,0,16,LSWS
37,0.65,0.2,1,0,17,LSWS
37,0.65,0.2,1,1,18,LSWS
37,0.65,0.2,0,0,19,LSWS
37,0.65,0.2,1,1,20,LSWS
37,0.65,0.2,0,1,21,LSWS
37,0.65,0.2,0,0,22,LSWS
37,0.65,0.2,1,1,23,LSWS
37,0.65,0.2,0,1,24,LSWS
37,0.65,0.2,0,0,25,LSWS
37,0.65,0.2,1,0,26,LSWS
37,0.65,0.2,1,1,27,LSWS
37,0.65,0.2,1,0,28,LSWS
37,0.65,0.2,0,1,29,LSWS
37,0.65,0.2,0,1,30,LSWS
37,0.65,0.2,0,1,31,LSWS
37,0.65,0.2,0,0,32,LSWS
37,0.65,0.2,1,1,33,LSWS
37,0.65,0.2,0,1,34,LSWS
37,0.65,0.2,0,1,35,LSWS
37,0.65,0.2,0,1,36,LSWS
37,0.65,0.2,0,0,37,LSWS
37,0.65,0.2,1,1,38,LSWS
37,0.65,0.2,0,1,39,LSWS
37,0.65,0.2,0,1,40,LSWS
37,0.65,0.2,0,1,41,LSWS
37,0.65,0.2,0,0,42,LSWS
37,0.65,0.2,1,0,43,LSWS
37,0.65,0.2,1,1,44,LSWS
37,0.65,0.2,0,0,45,LSWS
37,0.65,0.2,1,1,46,LSWS
37,0.65,0.2,0,1,47,LSWS
37,0.65,0.2,0,0,48,LSWS
37,0.65,0.2,1,1,49,LSWS
37,0.65,0.2,1,1,50,LSWS
37,0.65,0.2,0,0,51,LSWS
37,0.65,0.2,1,1,52,LSWS
37,0.65,0.2,0,1,53,LSWS
37,0.65,0.2,0,1,54,LSWS
37,0.65,0.2,0,0,55,LSWS
37,0.65,0.2,1,0,56,LSWS
